ID;Etapa;Ação;Ator;Contexto;Suporte Pedagógico;Categorias
79;Conceituação;Alunos produzem anotações ou mind maps para organizar as novas informações dos flips;Aluno;Overall, students in the research proposed a simple note‑taking strategy to deal with the new information.;"Mind maps; ferramenta de note‑taking";Organizadores gráficos
79;Investigação;Alunos realizam pesquisa on‑line em grupos para aprofundar o conteúdo 'além do livro';Aluno;Most students preferred working in groups … the online research following a flip.;"Pesquisa on‑line; dispositivos móveis";Pesquisa bibliográfica | Comunicacao mediada por tecnologia
79;Investigação;Alunos publicam respostas, comentários e resultados de pesquisa nos fóruns do Moodle;Aluno;Forums were useful for asking their students to answer questions, post comments on flips, give feedback or post the outcomes of individual or group research.;Fórum do Moodle;Comunicação mediada por tecnologia | Discussão aberta
79;Conclusão;Professor aplica revisão de questões e identifica lacunas ou conceitos errados antes do encerramento da aula;Professor;Review questions, identify which students need help.;"Questões de revisão; discussão oral";Quiz / enquete / avaliação formativa
79;Conclusão;Alunos completam o e‑portfolio com reflexão sobre a aprendizagem após a aula;Aluno;Completion of e‑portfolio: prepare the final page or the e‑portfolio with their reflection on the unit, incorporating learning evidence.;Mahara e‑portfolio;Produção de relatório | Atividade metacognitiva
79;Discussão;Alunos oferecem feedback aos colegas por meio dos fóruns do Moodle;Aluno;…give feedback to their peers…;Fórum do Moodle;Comunicação mediada por tecnologia | Colaboração estruturada
79;Discussão;Alunos discutem tópicos em grupo utilizando o chat do Moodle em casa ou na sala;Aluno;Students witnessed using Moodle chats ‘…for discussing a topic at home or in class’;Chat do Moodle;Comunicação mediada por tecnologia | Discussão aberta
83;Orientação;Apresenta um problema matemático para ser resolvido e formulado;Professor;"""One problem was solved and formed in each class hour."" ";Problema impresso do pesquisador;Introdução com desafio ou problema
83;Orientação;Estimula ativação de conhecimentos prévios por perguntas orientadoras;Professor;"""In this context, through questions such as ‘Have you ever encountered a problem similar to this problem?...’";Perguntas de orientação oral;Introdução com desafio ou problema
83;Conceituação;Lê o enunciado e responde ao guidance card para planejar a solução;Aluno;"""After reading a problem or problem situation, the students solved and formed the problems by answering the questions included in each inquiry tread."" ";Problem-solving with guidance card / problem-posing worksheet;Protocolo estruturado pelo professor
83;Conceituação;"Representa o problema na etapa de ""simplification and representation""";Aluno;"""...steps of ‘simplification and representation,’ ..."" ";Problem-solving/problem-posing worksheet;Protocolo estruturado pelo professor
83;Investigação;"Analisa e resolve o problema na etapa ""analyzing and solving""";Aluno;"""...steps of ... ‘analyzing and solving,’ ...";Worksheet de investigação;Heurísticas
83;Investigação;Realiza 65 atividades de resolução e formulação (45 em aula, 20 em casa);Aluno;"""The students completed 45 problem-solving and problem-posing activities ... and completed 20 ... at home."" fileciteturn2file4";"Worksheets; Homework guide form";Heurísticas
83;Conclusão;"Interpreta e avalia as soluções na etapa ""interpretation and evaluation""";Aluno;"""...‘interpretation and evaluation,’ ...";Worksheet;Conexão entre prática e teoria
83;Conclusão;Preenche error evaluation form e self‑assessment scale para refletir;Aluno;"""error evaluation form, ... self-assessment scale";"Error evaluation form; Self‑assessment scale";Lista de verificação / rubricas | Atividade metacognitiva
83;Discussão;"Comunica e reflete sobre soluções na etapa ""communicating and reflecting""";Aluno;"""...‘communicating and reflecting,’ ...";Worksheet de reflexão;Comunicação mediada por tecnologia | Atividade metacognitiva
83;Discussão;Avalia o trabalho dos colegas usando peer evaluation form;Aluno;"""peer evaluation form""";Peer evaluation form;Lista de verificação / rubricas | Colaboração estruturada
85;Orientação;Apresenta cenário de vida diária para contextualizar o problema;Professor;At the beginning of each activity, a scenario was given to students;Cenário escrito com problema cotidiano;Introdução com desafio ou problema
85;Orientação;Leem e discutem o texto derivado da vida diária;Estudantes;Read, inquire and discuss the reading part related to learning issue derived from daily life;Texto de leitura (pre‑inquiry);Introdução com pergunta
85;Orientação;Organiza os alunos em oito grupos heterogêneos;Professor;Students were randomly stratified into groups of their first-semester science lesson achievements;Agrupamento por desempenho/ turma;
85;Conceituação;Definem o problema da investigação;Estudantes;Define a problem in the reading part for investigation;Seção “Defining problem” da planilha Parte I;Protocolo estruturado pelo aluno / exploratória
85;Conceituação;Formulam uma hipótese testável;Estudantes;Formulate a hypothesis to test for solution of the problem;Seção “Forming hypothesis” da planilha Parte I;Levantamento de hipóteses
85;Conceituação;Fornece orientações escritas em cada etapa via worksheet;Professor;In each step, there were guiding directions to provide useful reflections, and groups were steered to keep them in the inquiry process.;Planilhas reflexivas Parte I (guidelines);Protocolo estruturado pelo professor
85;Investigação;Planejam e executam o experimento para testar a hipótese;Estudantes;Plan and carry out an experiment to prove your hypothesis;Seção “Planning an experiment” da planilha;Protocolo definido pelo aluno / exploratória
85;Investigação;Montam circuito com diferentes materiais;Estudantes;students inquired how to set up an electrical circuit using different materials that she had in the scenario.;Materiais de laboratório (lâmpadas, baterias…);Laboratório físico | Letramento digital / computação
85;Investigação;Medem corrente e tensão com amperímetro e voltímetro;Estudantes;The second inquiry-based activity aimed to measure current and voltage in the circuit using ammeter and voltmeter.;Equipamentos de medição;Laboratório físico | Coleta de evidências / dados quantitativos
85;Investigação;Registram dados durante o experimento;Estudantes;Conduct your experiment and record your findings;Seção “Data collection” da planilha;Coleta de evidências / dados quantitativos
85;Conclusão;Interpretam resultados relacionando‑os à hipótese;Estudantes;Interpret your findings and associate them with your hypothesis;Seção “Interpretation of results”;Conexão entre prática e teoria
85;Conclusão;Preenchem Parte II refletindo sobre a experiência;Estudantes;Groups were required to keep this part after the accomplishment of each inquiry-based experiment.;Planilha reflexiva Parte II;Produção de relatório | Atividade metacognitiva
85;Conclusão;Avalia as planilhas usando rubrica;Professor;all the 32 reflective worksheets were evaluated by using the assessment rubric;Rubrica de avaliação;Lista de verificação / rubricas | Atividade metacognitiva
85;Discussão;Compartilham e discutem achados à luz da hipótese;Estudantes;Then, findings are shared and discussed in the light of the hypothesis.;Discussão em sala mediada pelo professor;Discussão não mediada por tecnologia | Conexão entre prática e teoria
85;Discussão;Expressam opiniões e sentimentos sobre o experimento;Estudantes;Students generally had positive opinions about their experiments.;Planilha reflexiva Parte II (perguntas abertas);Discussão não mediada por tecnologia | Atividade metacognitiva
89;Orientação;Professor apresenta os objetivos finais do curso logo no início do semestre;Professor;Ample information on the ultimate objective of the course is provided at the beginning of the semester.;Apresentação inicial do curso;Demonstração / exemplos / comparações / diretrizes
89;Orientação;Professor fornece instruções passo a passo para que os alunos se familiarizem com o processo de simulação e a interface do software;Professor;Module 1 (Classical) familiarizes students with the simulation process and the software interface using step‑by‑step instructions on how to create a model, visualize results, and write formal reports.;Instruções passo a passo (scaffolding);Demonstração / exemplos / comparações / diretrizes | Ambientação
89;Conceituação;Alunos elaboram uma pergunta de pesquisa e um pré‑projeto a ser entregue no meio do semestre;Alunos;One course requirement involves developing a research question and ultimately a research proposal due at mid‑semester.;Requisito de proposta de pesquisa;Levantamento de questões de pesquisa
89;Conceituação;Professor discute semanalmente os elementos da pergunta de pesquisa e da proposta com as equipes;Professor;The research question and proposal elements are discussed on a weekly basis from the outset to prepare students for this part of the course.;Encontros semanais;Levantamento de questões de pesquisa
89;Conceituação;Professor fornece lista de 'qualidades de uma boa pergunta investigativa' para orientar a reflexão dos alunos;Professor;…a list of qualities of a good inquiry question was necessary to guide students in their reflection on the potential topic.;Lista de critérios para perguntas;Atividade metacognitiva | Listas de verificação
89;Investigação;Alunos propõem, planejam e executam um design de pesquisa de interesse próprio;Alunos;Students propose, plan and execute a design that is of their interest, relevant to the course topics, and suitable in rigor.;Projeto IBL independente;Protocolo definido pelo aluno / exploratória
89;Investigação;Alunos visualizam alterações de temperatura do gás e criam um filme representando o movimento das moléculas;Alunos;As the argon heats up, students are able to visualize changes in gas temperature and create a movie depicting the motion of gas molecules over time.;Software COMSOL para visualização;Simulação / material interativo | Coleta de evidências / dados quantitativos
89;Investigação;Professor realiza encontros informais de status para apoiar o progresso e preparar a apresentação final;Professor;During the IBL module, informal status meetings are held with the faculty throughout the second part of the semester help prepare for a final presentation of about 20 minutes.;Mentoria informal;Comunicação mediada por tecnologia
89;Conclusão;Equipes apresentam oralmente seu trabalho em evento ao final do semestre;Alunos;At an end‑of‑the‑semester event, each team delivers a formal oral presentation…;Evento de apresentação;Produção de slides ou pôsteres
89;Conclusão;Alunos submetem relatório técnico elaborado com checklist desenvolvido pelo professor;Alunos;The IBL technical report is written according to the best engineering practices and with the use of faculty developed checklist to facilitate learners’ reflection on what has been done, both how and why.;Checklist de boas práticas;Produção de relatório
89;Discussão;Alunos escrevem relatos semanais e compartilham conhecimento com colegas e docentes;Alunos;students are required to write weekly about their research and share knowledge with peers and faculty.;Diário/reflexão semanal;Comunicação mediada por tecnologia | Atividade metacognitiva
89;Discussão;Alunos auto‑monitoram, refletem e assumem maior responsabilidade pelo próprio aprendizado;Alunos;Students self‑monitor, reflect and assume greater responsibility;Processo reflexivo;Atividade metacognitiva
96;Orientação;Professor apresenta o desafio de prever se materiais afundam ou flutuam;Professor;Students are asked to guess whether the given materials (stone, soda lids, paper clips etc.) would sink or float in water.;"Modelo 5E (Engage); materiais concretos em bacias";Introdução com recurso multimídia
96;Conceituação;Alunos registram hipóteses nos cadernos;Alunos;After they wrote their hypothesis in their notebooks…;"Cadernos de hipóteses; 5E‑Engage";Levantamento de hipóteses / prdições
96;Orientação;Professor organiza grupos colaborativos e distribui papéis rotativos;Professor;In the collaborative learning model, each member had a role of group leader, assistant, reporter, technician, or presenter … In each experiment, the role of the group member’s changes;"Aprendizagem colaborativa; cartões de papéis";Roleplay
96;Conceitualização;Professor ministra 9 h de aulas teóricas sobre matéria;Professor;… nine lecture hours were spent on the theoretical explanations of concepts…;"Aulas expositivas; quadro";Apresentação direta da informação
96;Conceitualização;Alunos elaboram tabelas de análise composicional;Alunos;…the students made componential analysis tables on the characteristics of matter.;Tabelas de análise componencial;Protocolo estruturado pelos alunos / exploratória
96;Conceitualização;Professor introduz mapas mentais e textos conceituais para sanar conflitos;Professor;I understood that I should support the lesson with mind maps, conceptual texts.;"Mapas mentais; textos conceituais";Organizadores gráficos
96;Investigação;Alunos testam cada material na água para observar afundar/flutuar;Alunos;…the students were asked to try each material in the basin there were given…;"Bacias com água; materiais de consumo";Laboratório físico | Coleta de evidências / dados qualitativos
96;Investigação;Grupos constroem barcos de papel e registram observações;Alunos;Each of the groups is asked to make a ship from the paper given to them and to write their observations in their notebook.;"Papéis de diferentes espessuras; cadernos de observação";Laboratório físico | Coleta de evidências / dados qualitativos
96;Investigação;Professor fornece materiais de laboratório e reorganiza mesas;Professor;…brought some laboratory materials from the university such as beaker, graduated cylinder, test tubes, and magnets into the classroom and regulated students’ tables for group work…;"Materiais de laboratório; mesas em grupos";Laboratório físico | Protocolo estruturado pelo professor
96;Conclusão;Alunos comparam resultados aos pressupostos iniciais;Alunos;…were expected to compare their results with their hypothesis.;"Autoavaliação orientada; caderno de laboratório";Conexão entre prática e teoria
96;Conclusão;Repórteres redigem relatórios completos do experimento;Alunos;…reporters write up the hypothesis, observations, results and the experiment report…;"Relatório de experimento; papel de repórter";Produção de relatório
96;Conclusão;Alunos identificam razões para hipóteses errôneas;Alunos;…students realized the reasons for their erroneous hypotheses.;"Discussão orientada; feedback";Atividade metacognitiva
96;Discussão;Representantes explicam resultados a outros grupos;Alunos;…representatives explain the results of experiments and conclusions to the other group members.;"Apresentação em grupo; papel de representante";Discussão não mediada por tecnologia | Discussão aberta
96;Discussão;Cada grupo apresenta oralmente seus resultados à turma;Alunos;Each group explains the results of their experiments.;"Fase Explain (5E); discussão plenária";Discussão não mediada por tecnologia | Discussão aberta
96;Discussão;Professor questiona como fazer barcos flutuarem ou afundarem;Professor;The teacher asks the students how they will make the sinking ships float and how they will sink the floating ships.;"Perguntas desafiadoras; fase Elaborate do 5E";Dicas / perguntas norteadoras / prompts | Discussão não mediada por tecnologia
97;Orientação;Apresenta cenário de problema real de engenharia;Professor;Each activity starts with a scenario containing a real-life engineering problem.;Cenário escrito;Introdução com desafio ou problema
97;Orientação;Brainstorm sobre o problema e possíveis soluções;Alunos;Brainstorm about the problem and the various solutions.;Dinâmica de brainstorming;Introdução com desafio ou problema
97;Conceituação;Explica como utilizar o programa Crocodile Physics;Professor;Before the implementation of the activities, the use of this program was explained.;Demonstração do software;Demonstração / exemplos / comparações / diretrizes | Ambientação
97;Conceituação;Planejam solução, método, coleta de dados e tempo;Alunos;"Plan the solution of the problem; determine how to use the method in the solution; how to collect the data and how to manage the time; list the known and unknown.";Template de planejamento investigativo;Protocolo estruturado pelos alunos / exploratória
97;Investigação;Desenham e conduzem experimentos virtuais;Alunos;design and perform virtual experiments to test;Simulações Crocodile Physics;Simulação / material interativo | Protocolo definido pelo aluno / exploratória
97;Investigação;Coletam, analisam e interpretam dados;Alunos;collect, analyze and interpret data;Ferramentas analíticas da simulação;Simulação / material interativo | Coleta de evidências / dados quantitativos
97;Conclusão;Sintetizam resultados e criam protótipo;Alunos;"Make sense of the data, synthesize their findings, create new information and create a work; transforms the answer to their inquiry into action.";Processo de design de engenharia;Produção de relatório
97;Conclusão;Testam, avaliam e desenvolvem o protótipo;Alunos;Making, testing, evaluating and developing the prototype.;Iteração de prototipagem;Atividade metacognitiva
97;Discussão;Compartilham soluções, produtos e resultados;Alunos;Share problem solutions, engineering design products and learning outcomes;Sessão de apresentação em grupo;Discussão não mediada por tecnologia | Discussão aberta
97;Discussão;Respondem à pergunta “What have I learned?”;Alunos;answer the question “What have I learned?”;Prompt de reflexão metacognitiva;Atividade metacognitiva | Discussão não mediada por tecnologia
98;Orientação;Explicar as atividades de aprendizagem do dia;Professor;The teacher provides an explanation of the learning activities that will be carried out today.;Explicação verbal do professor;Demonstração / exemplos / comparações / diretrizes
98;Orientação;Fornecer procedimentos de discussão baseados no conceito CIRC;Professor;The teacher gives the procedures for discussion based on the CIRC concept.;Script CIRC para discussão em grupo;Demonstração / exemplos / comparações / diretrizes
98;Orientação;Expressar opinião inicial sobre o tema;Alunos;The teacher invites cadets to express their initial opinion about the subject matter.;Momento de elicitação de ideias;Brainstorming
98;Conceituação;Atribuir tarefa de buscar exemplos de textos introdutórios;Professor;The teacher gives assignments to cadets to find examples of introductory texts from various sources, which will be discussed in the second meeting.;Tarefa investigativa;Pesquisa bibliográfica
98;Conceituação;Realizar mapeamento conceitual;Alunos;This research underwent several steps, namely, the provision of the pre-test, action learning, value clarification, concept mapping, and post-test.;Mapas conceituais;Organizadores gráficos
98;Conceituação;Formular hipóteses sobre o circuito utilizando EDA;Alunos;cadets can formulate hypotheses and test these hypotheses using EDA;Software EDA e orientação investigativa;Levantamento de hipóteses
98;Investigação;Desenhar circuitos digitais para criar produto eletrônico automatizado;Alunos;Cadets design circuits in digital systems so as to form an automated electronic product.;Simulação no EDA;Letramento digital / computação
98;Investigação;Testar as hipóteses no EDA;Alunos;cadets can formulate hypotheses and test these hypotheses using EDA;Simulação e análise no EDA;Levantamento de hipóteses / predições | Coleta de evidências / dados quantitativos
98;Investigação;Otimizar circuitos digitais e sistemas;Alunos;Digital activity is the activity of cadets in optimizing digital circuits and systems with a large number of high-speed digital Input / Output pins and a limited number of analog capabilities.;Ferramentas de otimização do EDA;Letramento digital / computação
98;Conclusão;Elaborar conclusões sobre as características do texto introdutório;Professor e Alunos;The teacher and cadets together make conclusions about the characteristics of the introduction text.;Discussão de síntese;Conexão entre prática e teoria
98;Conclusão;Aplicar pós‑teste para avaliar resultados;Professor;the researcher gave a post‑test to all cadets to find out the cadets learning outcomes.;Instrumento de avaliação (pós‑teste);Quiz / enquete / avaliação formativa
98;Discussão;Redigir relatório dos resultados da discussão;Professor;The teacher makes a report of the results of the discussion about the introduction material about social functions and text structure and language.;Relatório escrito;Produção de relatório
98;Discussão;Coletar as tarefas via email;Professor;The teacher collects the assignments via email.;Envio de tarefas por email;Comunicação mediada por tecnologia | Suporte scaffold
100;Orientação;Professor fornece instrução padronizada sobre vídeo‑análise (grupo tablet) ou análise com calculadora (grupo controle);Professor;“In the first lesson of the intervention, the students of the tablet group received standardized instruction in physical video analysis with the tablet… The students of the calculator group received standardized instruction in data analysis with the graphing calculator”;"Instrução padronizada; demonstração da ferramenta (tablet app ou calculadora)";Introdução com recurso multimídia
100;Orientação;Alunos exploram vídeos/amostras de dados para familiarizar‑se com a ferramenta;Aluno;“…students were given the opportunity to familiarize themselves with the video analysis application by analyzing sample videos… the students of the calculator group… by analyzing given data sets”;"Vídeos de amostra; conjuntos de dados de exemplo; aplicativo de vídeo‑análise; calculadora gráfica";Introdução com recurso multimídia
100;Conceituação;Professor explica a metodologia de medição e funcionamento da aplicação;Professor;“The guidance included an explanation of the measurement methodology and the video analysis application used.”;"Explicação direta; demonstração da metodologia";Demonstração / exemplos / comparações / diretrizes
100;Conceituação;Alunos realizam pré‑teste de compreensão conceitual sobre movimento uniforme;Aluno;“Next, the students completed the pre‑test on conceptual understanding.”;Instrumento de pré‑teste de múltipla escolha;Quiz / enquete / avaliação formativa
100;Investigação;Alunos montam o experimento e fazem a esfera rolar rápida e lentamente sobre o trilho;Aluno;“the students let the steel ball roll over the aluminum rail that was lying flat on the table, once quickly and once slowly.”;"Esfera de aço; trilho de alumínio";Laboratório físico | Protocolo definido pelo aluno / exploratória | Coleta de evidências / dados quantitativos
100;Investigação;Alunos registram vídeo e coletam dados de posição com aplicativo de vídeo‑análise;Aluno;“students in the tablet group conducted and recorded experiments with a tablet, analyzed motion processes… and visualized the measuring data with different MERs”;"Tablet com aplicativo Viana; visualização simultânea de representações";Laboratório físico | Coleta de evidências / dados qualitativos
100;Investigação;Alunos medem tempo e distância com cronômetro e fita métrica, e inserem dados na calculadora gráfica;Aluno;“students in the calculator group used a stopwatch, tape measure, and graphing calculator”;"Cronômetro; fita métrica; calculadora gráfica TI‑84";Laboratório físico | Coleta de evidências / dados quantitativos
100;Investigação;Professor responde a dúvidas pontuais sobre montagem e execução do experimento;Professor;“teachers… were permitted to respond to inquiries regarding experiment set‑up and execution.”;Orientação sob demanda (minimally invasive);Dicas / perguntas norteadoras / prompts
100;Conclusão;Alunos determinam a velocidade a partir dos dados de posição em função do tempo;Aluno;“The task was to experimentally determine the velocity of the sphere by evaluating the time‑dependent position data.”;"Gráficos y(t) e v(t); funções de cálculo da aplicação ou calculadora";Conexão entre prática e teoria
100;Conclusão;Alunos elaboram diagramas posição‑tempo e velocidade‑tempo a partir dos dados medidos;Aluno;Figura 3 – “Task 4: Create the corresponding time‑position and time‑velocity diagrams from the measured data”;"Ferramenta de gráfico do aplicativo; calculadora gráfica";Produção de slides ou pôsteres
100;Conclusão;Alunos marcam posições da esfera na imagem estroboscópica;Aluno;Figura 3 – “Task 3: Mark the position of the sphere in the following strobe picture”;Imagem estroboscópica gerada pelo aplicativo;Produção de slides ou pôsteres
100;Discussão;Alunos realizam pós‑teste para avaliar o entendimento conceitual após a investigação;Aluno;“Immediately following the learning sequence, a post‑test was carried out.”;Instrumento de pós‑teste de múltipla escolha;Quiz / enquete / avaliação formativa
100;Discussão;Alunos preenchem questionários sobre carga cognitiva e percepção do comportamento do professor;Aluno;“Following the post‑test, the students were also asked to complete the questionnaire on cognitive load and teacher behavior.”;"Questionário subjetivo de carga cognitiva; questionário de avaliação do professor";Quiz / enquete / avaliação formativa | Atividade metacognitiva
102;Orientação;Professor apresenta questão aberta sobre funções PHP;Professor;The teacher prepared a question relating to the contents of PHP Function as shown in Figure 2;Questão aberta sobre PHP Function;Introdução com pergunta
102;Orientação;Professor disponibiliza informação básica e exemplo de função PHP;Professor;The teacher prepared a basic information relating to the contents of PHP Function and showed the sample of PHP Function structure as shown in Figure 3;Informação básica e exemplo de função;Demonstração / exemplos / comparações / diretrizes
102;Conceituação;Aluno localiza a questão e a informação básica correspondentes à lição;Aluno;Each student is asked to find the question and the basic information corresponding the selected lesson unit;Questão e informação básica;Navegação guiada
102;Conceituação;Aluno visualiza informações adicionais relacionadas à questão;Aluno;He/she could see additional information related to the question during answering;Informações adicionais exibidas pelo sistema;Navegação guiada
102;Investigação;Aluno programa individualmente no editor on‑line;Aluno;the student is asked to start programming in the specified code editor area to answer the question;Editor de código on‑line;Letramento digital / computação
102;Investigação;Aluno submete seu código para a sessão de grupo;Aluno;When finishing programming, the student is asked to submit his/her answer to the group computer‑programming session for further discussion;Envio à sessão de grupo;Letramento digital / computação
102;Investigação;Aluno utiliza ferramenta de anotação para comentar respostas;Aluno;He/she can use annotation tool to inquire or give the recommendation into the answer/computer programming to other members as shown in Figure 5(a);Ferramenta de anotação;Comunicação mediada por tecnologia
102;Investigação;Aluno discute via chat pontos fortes e fracos das soluções;Aluno;the students can use the chat room in order to communicate and discuss about the strengths and weaknesses of their own and peers’ programming;Chat em tempo real;Comunicação mediada por tecnologia | Discussão aberta
102;Investigação;Aluno vota na melhor solução do grupo;Aluno;each student is asked to vote programming meaning that the best computer programming will be selected to be the group answer/computer programming as shown in Figure 5(b);Botão de voto;Colaboração estruturada
102;Investigação;Grupo envia a solução escolhida para discussão plenária;Aluno;In addition, the group programming will be delivered to the whole‑class discussion;Envio da resposta do grupo;Comunicação mediada por tecnologia | Discussão aberta
102;Discussão;Professor exibe códigos dos grupos à turma;Professor;the teacher shows answers/computer programming of every groups for further discussions as shown in Table 1;Tela com códigos dos grupos;Discussão não mediada por tecnologia | Discussão aberta
102;Discussão;Professor conduz debate sobre forças e limitações;Professor;The teacher and students will discuss together about strengths, weaknesses, and limitations of each programming;Debate mediado;Discussão não mediada por tecnologia | Discussão aberta
102;Discussão;Aluno argumenta sobre as soluções durante o debate;Aluno;The teacher and students will discuss together about strengths, weaknesses, and limitations of each programming;Debate coletivo;Discussão não mediada por tecnologia | Discussão aberta
102;Conclusão;Professor fornece recomendações de programação para cada aluno;Professor;each student receives additional recommendations of computer programming corresponding the question/problem generated by the teacher in step 1);Recomendações individuais;Suporte scaffold
102;Conclusão;Aluno revisa e atualiza seu código;Aluno;The teacher enables the system to provide each student opportunity to revise his/her computer programming once again;Área de revisão de código;Atividade metacognitiva
103;Orientação;Professor identifica o vocabulário relativo ao fenômeno e ativa conhecimentos prévios;Professor;…the vocabulary related to the science phenomenon was identified previous to the lesson, and surfacing students’ prior knowledge and experiences was a crucial element of my teaching.;"Questionamento inicial; seleção prévia de termos";
103;Orientação;Alunos compartilham experiências pessoais para contextualizar o desafio;Alunos;I asked students to share their first experience of riding a bike. Many ELLs eagerly shared their experiences…;Discussão guiada;Introdução com desafio ou problema
103;Conceitualização;Professor apresenta o graphic organizer e conduz preenchimento coletivo;Professor;…provided the students with a blank copy… guiding students to complete the other sections of the graphic organizer.;"Graphic organizer; questionamento guiado";Organizadores gráficos
103;Conceitualização;Alunos acrescentam termos ao interactive word wall;Alunos;Students placed words on a section of the wall as the vocabulary emerged from the science activities…;Interactive word wall;Organizadores gráficos
103;Conceitualização;Alunos relacionam cognatos e afixos para construir significado;Alunos;Students made connections among English science terms, their native Spanish terms, and the languages’ common foundations.;"Graphic organizer; instrução de cognatos";Organizadores gráficos
103;Investigação;Alunos investigam fenômenos e geram reivindicações baseadas em evidências;Alunos;"students examined science phenomena, through inquiry methods; they were required to generate evidence-based claims…";Atividades investigativas;Levantamento de hipóteses / predições
103;Investigação;Professor seleciona vocabulário a partir da aula anterior;Professor;The vocabulary words were selected from the previous lesson where students had already begun to build connections…;"Leituras; atividades prévias";Suporte scaffold
103;Investigação;Professor aplica estratégia de slow-release no uso do organizer;Professor & Alunos;…on day four and five… I used a slow release where students had to first represent their understanding…;"Graphic organizer; scaffolding gradual";Suporte restrição de processo / progressão
103;Conclusão;Professor realiza sondagem formativa e atualiza lista de vocabulário;Professor;During formative assessment, I probed for students’ conceptual understanding… then the word was added to a developing list…;"Avaliação formativa; lista evolutiva";Quiz / enquete / avaliação formativa
103;Conclusão;Alunos expandem uso da linguagem ao revisitar o organizer;Alunos;The students had an opportunity to expand their use of language from the prior day’s lesson with the graphic organizer.;Graphic organizer;Atividade metacognitiva
103;Discussão;Alunos participam de discussões usando o word wall;Alunos;…became a support during class discussions.;Interactive word wall;Comunicação mediada por tecnologia | Colaboração estruturada
103;Discussão;Professor registra reflexões diárias para ajustar as aulas;Professor;In my journal, I documented observations and reflections for each day of the inquiry…;Diário reflexivo;Atividade metacognitiva | Suporte scaffold
105;Orientação;Professores e instrutores reúnem‑se em encontros de ‘grade level’ para planejar lições e alinhar tópicos futuros ao trabalho na fazenda escolar.;Professores e Instrutores;“instructors meet regularly with teachers during grade level meetings to discuss upcoming topics and identify ways in which farm-related lessons and activities can address particular academic standards.”;"Reuniões de planejamento; currículo baseado em padrões do JVTF";
105;Orientação;Instrutores despertam a curiosidade inicial fazendo perguntas‑guia simples aos alunos como “O que é isso?” e “De onde vem?”.;Instrutores;“For lower grade students, instructors address questions like, ‘What is this?’ and ‘Where does this come from?’”;"Questionamento orientador; ambiente da fazenda como recurso concreto";Introdução com pergunta
105;Conceituação;Alunos geram suas próprias perguntas e ideias sobre o que estudar e como prosseguir na fazenda‑laboratório.;Alunos;“The student should be the one engaged and generating questions, coming up with ideas … that’s what happens in the farm lab.”;"Abordagem investigativa; mediação dos instrutores";Levantamento de questões de pesquisa
105;Conceituação;Alunos do programa de altas habilidades elaboram e submetem uma proposta de subsídio comunitário para construir uma estufa.;Alunos;“students in their gifted program were able to successfully write a community‑based grant the previous year to secure funds to build a greenhouse.”;"Diferenciação de lições; mentoria de professores e instrutores";
105;Investigação;Alunos dissecam flores para identificar estame e processos de polinização.;Alunos;“they did plants, so they had some beautiful flowers for the students to actually dissect and take apart … talking about the stamen and how pollination … works.”;"Material vegetal fornecido; lição prática conduzida pelo instrutor";Laboratório físico | Coleta de evidências / dados qualitativos
105;Investigação;Na Farm Club, os alunos plantam, colhem e cozinham os produtos que cultivam.;Alunos;“Farm Club allows students to become ‘stewards of their school’s Teaching Farm’ by planting, harvesting, and cooking the fresh produce they grow.”;"Programa extracurricular Farm Club; orientação de agricultores e instrutores";Pesquisa de campo | Coleta de evidências / dados qualitativos
105;Investigação;Durante passeio, os alunos provam folhas de cenoura, raízes, caules e flores para explorar partes comestíveis da planta.;Alunos;“We just tasted carrot greens on the fly … able to go outside and try all the roots and the stems and the leaves and the flowers.”;"Atividade espontânea no campo; demonstração sensorial guiada";Pesquisa de campo | Coleta de evidências / dados qualitativos
105;Conclusão;Após preparar batatas‑doces fritas, os alunos criam rótulos persuasivos de produto para aplicar conceitos de linguagem e marketing.;Alunos;“students made sweet potato fries and then created persuasive product labels to ‘catch people’s attention’ that would ‘make them want to buy it.’”;"Lição interligada artes da linguagem‑culinária; orientação do instrutor";Conexão entre prática e teoria
105;Conclusão;Alunos relacionam a experiência de provar diferentes partes das plantas à história ‘Tops and Bottoms’, consolidando o conceito em sala de aula.;Alunos;“Being in the farm, the kids got to see how that really could happen.”;"Integração currículo literatura‑ciências; debate guiado pelo professor";Conexão entre prática e teoria
105;Conclusão;Alunos vendem hortaliças no Student Run Farmers’ Market, aplicando matemática, comunicação e serviço ao cliente.;Alunos;“Student Run Farmers’ Market is a seasonal activity in which students sell produce to their teachers, parents, and community members.”;"Programa Mercado Agrícola Estudantil; adulto facilitador";Produção de slides ou pôsteres
105;Discussão;Alunos correm para contar aos instrutores que as borboletas emergiram e, juntos, liberam‑nas, conversando sobre o ciclo de vida.;Alunos e Instrutores;“The first thing her students wanted to do when the caterpillars emerged … was tell the instructors … since the instructors were onsite they were able to release the butterflies with the class.”;"Disponibilidade de instrutores; vínculo aluno‑mentor";Discussão não mediada por tecnologia | Discussão aberta
105;Discussão;Professores observam que trabalhar em equipe favorece conversas e trocas enquanto os alunos realizam tarefas na fazenda.;Professores;“When you’re just collaborating and talking to each other, you’re actually doing work together.”;Atividades cooperativas estruturadas pelo JVTF;Atividade metacognitiva
